"State","Account.Length","Area.Code","Phone","date_naissance"
"NH",152,510,"336-9273","9/15/1904"
"TX",201,415,"415-5476","8/4/1949"
"ID",78,415,"332-2650","7/7/1931"
"CT",67,415,"418-8257","9/16/1963"
"NH",100,408,"407-3121","9/24/1986"
"WY",41,510,"381-2413","8/10/1964"
"OR",133,415,"378-1144","9/23/1992"
"SC",36,408,"359-5091","9/13/1985"
"MD",51,510,"378-6986","9/9/1989"
"NY",122,415,"386-6580","7/3/1965"
"NM",84,408,"419-9713","8/10/1989"
"LA",91,415,"382-6153","8/24/1909"
"UT",110,408,"332-1690","9/16/1897"
"AL",91,408,"348-9383","9/14/1959"
"DE",121,408,"420-3857","9/27/1920"
"WV",109,415,"405-2653","9/16/1993"
"KY",95,510,"417-9278","8/14/1976"
"NC",72,415,"352-5663","8/30/1946"
"WV",73,415,"370-8786","8/9/1952"
"AZ",108,415,"415-6333","9/28/1964"
"WV",58,408,"391-6558","8/10/1911"
"ND",148,415,"396-4234","8/13/1968"
"WA",76,510,"345-6961","8/28/1982"
"ID",103,415,"346-5992","7/7/1966"
"CT",87,415,"402-3908","9/25/1928"
"OK",35,510,"350-2340","8/14/1963"
"IA",88,415,"410-2015","9/26/1965"
"NE",67,415,"380-3311","9/4/1958"
"ID",77,510,"399-7029","8/31/1927"
"OR",124,510,"337-3868","9/13/1944"
"SD",30,415,"354-8088","7/4/1935"
"DE",53,415,"416-9723","9/29/1988"
"WA",152,510,"337-4403","9/16/1917"
"CT",100,510,"416-1536","8/29/1950"
"MN",59,408,"386-3796","9/20/1980"
"WA",143,510,"340-4989","9/11/1975"
"PA",142,510,"340-6221","7/8/1994"
"ID",105,408,"363-3469","9/19/1985"
"MS",111,408,"345-3787","8/27/1932"
"WA",143,510,"362-3107","8/5/1986"
"DC",93,408,"345-1994","8/12/1981"
"KY",79,415,"377-5417","9/9/1949"
"OH",68,415,"369-8574","9/11/1992"
"TN",93,510,"344-6847","8/25/1991"
"ID",103,415,"391-7528","9/13/1990"
"WV",144,510,"393-6053","8/20/1981"
"WI",93,415,"392-6286","8/3/1930"
"OK",149,510,"365-9079","9/28/1993"
"WV",23,510,"399-3089","8/30/1951"
"SD",221,510,"365-2192","8/16/1963"
"KS",164,510,"394-3051","9/8/1986"
"NC",104,415,"357-2429","7/3/1991"
"NY",150,415,"421-6268","7/9/1892"
"WI",184,408,"401-5915","8/25/1979"
"SC",88,408,"348-6057","8/23/1926"
"UT",61,415,"349-3843","9/11/1895"
"NC",110,408,"396-5561","8/19/1983"
"IN",115,415,"370-9622","9/5/1972"
"AR",33,408,"371-9602","7/8/1994"
"ME",100,510,"351-2815","8/24/1988"
"NY",209,415,"369-8703","8/17/1989"
"OR",27,510,"355-2840","9/15/1986"
"IL",117,415,"372-1115","9/29/1977"
"MA",87,408,"337-2986","8/9/1972"
"CT",129,510,"404-3238","8/14/1921"
"WI",142,510,"397-4968","7/29/1994"
"OK",112,415,"327-1058","8/23/1953"
"DE",75,510,"419-9509","9/9/1892"
"AZ",97,408,"349-7282","8/7/1895"
"AK",121,408,"382-5743","8/16/1992"
"MI",142,415,"358-2694","8/16/1970"
"WA",121,510,"378-1884","9/9/1974"
"SD",87,415,"330-1627","8/13/1920"
"SD",34,408,"392-5716","9/6/1963"
"AK",177,415,"384-6132","8/19/1974"
"MA",58,415,"359-2740","9/25/1993"
"AR",113,415,"338-6714","9/15/1979"
"KS",101,415,"347-9968","9/26/1959"
"OR",89,415,"343-3399","9/25/1898"
"NC",77,408,"334-6129","9/16/1945"
"OK",146,510,"377-4975","9/11/1947"
"NJ",93,415,"405-3533","7/3/1980"
"OH",160,415,"337-9326","7/7/1984"
"NM",55,415,"338-6556","7/27/1928"
"OH",88,408,"354-3040","8/31/1978"
"MI",63,510,"396-1278","8/26/1918"
"KS",127,415,"354-6810","7/7/1971"
"IL",57,415,"403-6237","9/4/1976"
"RI",138,510,"411-6823","8/12/1989"
"AR",115,408,"338-1400","9/28/1919"
"NY",171,415,"412-6245","9/10/1937"
"WY",148,408,"377-3417","8/24/1893"
"NC",127,510,"343-2597","8/27/1992"
"OR",61,415,"388-8282","8/15/1946"
"VT",131,415,"416-8394","8/7/1969"
"SD",88,408,"343-6643","7/28/1893"
"DC",130,510,"330-4364","8/7/1925"
"RI",89,415,"414-1537","7/9/1991"
"ID",82,415,"408-1913","8/10/1971"
"OK",138,510,"406-5532","9/29/1992"
"MN",115,415,"417-7722","9/17/1902"
"WA",84,415,"367-5226","7/6/1988"
"WV",117,510,"344-5766","8/1/1964"
"NH",60,415,"405-1370","8/24/1953"
"WI",62,415,"368-9073","8/5/1936"
"MD",133,510,"373-7974","8/3/1956"
"IN",131,408,"371-4633","8/18/1972"
"IN",65,408,"336-4960","7/29/1952"
"NY",120,510,"405-5083","8/12/1983"
"OR",142,510,"392-1105","8/28/1982"
"OK",134,415,"378-2397","9/10/1991"
"WI",87,415,"331-4184","8/24/1986"
"NJ",139,415,"376-2408","8/16/1895"
"AR",76,408,"345-3614","8/15/1945"
"UT",100,408,"370-9296","8/9/1982"
"DC",99,415,"402-5076","8/8/1924"
"AK",99,510,"401-7334","8/7/1988"
"AZ",48,415,"409-3428","7/6/1988"
"KS",57,415,"362-2067","9/26/1989"
"OH",106,415,"352-2270","7/9/1919"
"KS",170,415,"404-5840","7/5/1984"
"SC",78,415,"360-3126","9/20/1939"
"TN",39,408,"364-8731","8/17/1968"
"CA",127,510,"388-4331","8/29/1976"
"MI",119,510,"335-7324","8/23/1993"
"IN",114,408,"362-8886","8/4/1974"
"RI",95,408,"410-4882","9/26/1901"
"MO",116,408,"371-1139","8/22/1990"
"TN",110,415,"391-5516","9/6/1973"
"CT",74,510,"380-3186","8/16/1993"
"ME",148,408,"347-9995","9/28/1935"
"MD",83,510,"340-9013","8/28/1916"
"NC",73,408,"362-8378","8/7/1897"
"SC",111,415,"418-8969","9/5/1958"
"CA",84,415,"417-1488","9/8/1988"
"LA",75,510,"358-9898","8/24/1991"
"WI",114,415,"373-7308","8/27/1956"
"IL",71,510,"330-7137","9/9/1982"
"IN",58,415,"406-8445","9/19/1978"
"AL",106,408,"404-5283","8/3/1975"
"OK",172,408,"398-3632","7/28/1927"
"IA",45,415,"399-5763","8/5/1944"
"VT",100,408,"340-9449","9/17/1992"
"NY",94,415,"363-1123","7/31/1972"
"LA",128,415,"361-2170","7/9/1991"
"SC",181,408,"406-6304","8/22/1991"
"ID",127,408,"392-5090","9/16/1983"
"MO",89,415,"373-7713","9/30/1929"
"ME",149,415,"392-1376","9/10/1990"
"MS",103,510,"390-6388","9/20/1904"
"SD",163,415,"379-7290","8/25/1986"
"OK",52,415,"397-9928","8/4/1921"
"WY",89,415,"378-6924","9/27/1913"
"GA",122,510,"411-5677","9/17/1954"
"VT",60,415,"400-2738","9/21/1979"
"MD",62,408,"409-1856","7/6/1902"
"IN",117,415,"362-5899","8/31/1971"
"WV",159,415,"377-1164","8/31/1958"
"OH",78,408,"368-8555","9/4/1979"
"OH",96,415,"347-6812","9/5/1988"
"SC",79,415,"348-3830","9/26/1924"
"AZ",192,415,"414-4276","8/25/1988"
"WV",68,415,"370-3271","8/25/1983"
"RI",28,510,"328-8230","8/31/1891"
"CT",184,510,"364-6381","7/9/1936"
"TN",74,415,"400-4344","8/19/1984"
